title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Access PEI/Single Window Service,,pe/access-pei-single-window-service,,"Fisheries, Aquaculture and Rural Development",pe/fisheries-aquaculture-and-rural-development,,http://www.gov.pe.ca/fa/apws-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"PO Box 1180 548 Main St Montague, PE C0A 1R0",Tim G Garrity,,,6/7/13,6/7/13
Access PEI Souris,,pe/access-pei-souris,,"Fisheries, Aquaculture and Rural Development",pe/fisheries-aquaculture-and-rural-development,,http://www.gov.pe.ca/fa/apws-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"PO Box 1180 548 Main St Montague, PE C0A 1R0",Tim G Garrity,,,6/7/13,6/7/13
Access PEI Summerside,,pe/access-pei-summerside,,"Fisheries, Aquaculture and Rural Development",pe/fisheries-aquaculture-and-rural-development,,http://www.gov.pe.ca/fa/apws-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"PO Box 1180 548 Main St Montague, PE C0A 1R0",Tim G Garrity,,,6/7/13,6/7/13
Access PEI Tignish,,pe/access-pei-tignish,,"Fisheries, Aquaculture and Rural Development",pe/fisheries-aquaculture-and-rural-development,,http://www.gov.pe.ca/fa/apws-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"PO Box 1180 548 Main St Montague, PE C0A 1R0",Tim G Garrity,,,6/7/13,6/7/13
Access PEI Wellington,,pe/access-pei-wellington,,"Fisheries, Aquaculture and Rural Development",pe/fisheries-aquaculture-and-rural-development,,http://www.gov.pe.ca/fa/apws-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"PO Box 1180 548 Main St Montague, PE C0A 1R0",Tim G Garrity,,,6/7/13,6/7/13
Accounting,,pe/accounting,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/ootc-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Second Floor, Shaw Building 95 Rochford Street P.O. Box 2000 Charlottetown, PEI C1A 7N8","Doug Clow, CA",,,6/7/13,6/7/13
Accounts Payable,,pe/accounts-payable,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/ootc-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Second Floor, Shaw Building 95 Rochford Street P.O. Box 2000 Charlottetown, PEI C1A 7N8","Doug Clow, CA",,,6/7/13,6/7/13
Administration and Building Services,,pe/administration-and-building-services,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/bio-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"101 Belvedere Avenue PO Box 2000 Charlottetown, PE C1A 7N8","Jim Smith, PhD, FIFST, MBA",,,6/7/13,6/7/13
Administration and Corporate Services,,pe/administration-and-corporate-services,,Education and Early Childhood Development,pe/education-and-early-childhood-development,,http://www.gov.pe.ca/education/aacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"250 Water Street, Suite 101 Summerside, PE C1N 1B6",Terry Keefe,,,6/7/13,6/7/13
"Administration, Corporate HRMS and Payroll",,pe/administration-corporate-hrms-and-payroll,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/psc-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"First Floor Shaw Building North 105 Rochford Street P.O Box 2000 Charlottetown, PEI C1A 7N8",Andrew M Thompson,,,6/7/13,6/7/13
Administration,,pe/administration,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/ootc-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Second Floor, Shaw Building 95 Rochford Street P.O. Box 2000 Charlottetown, PEI C1A 7N8","Doug Clow, CA",,,6/7/13,6/7/13
Administration,,pe/administration,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/fp-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Commercial and Resource Lending 98 Fitzroy Street, 2nd Floor PO Box 1176 Charlottetown, Prince Edward Island C1A 1R7 Canada Developmental Lending 94 Euston Street, 2nd Floor PO Box 1176 Charlottetown, Prince Edward Island C1A 7M8","Jamie Aiken, CA",,,6/7/13,6/7/13
Administration,,pe/administration,,Tourism and Culture,pe/tourism-and-culture,,http://www.gov.pe.ca/tourism/mahf-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,Beaconsfield 2 Kent Street Charlottetown PEI C1A 1M6,Harry KiellyDr. David L Keenlyside,,,6/7/13,6/7/13
Administrative Recalculation Office,,pe/administrative-recalculation-office,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/lacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fourth Floor,Shaw Building 95 Rochford Street PO Box 2000 Charlottetown, PEI C1A 7N8","Barrie L. Grandy, QC",,,6/7/13,6/7/13
Adult Custody Facilities,,pe/adult-custody-facilities,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/cacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"109 Water Street Summerside, PE C1N 1A8",John R Picketts,,,6/7/13,6/7/13
Advertising and Publicity,,pe/advertising-and-publicity,,Tourism and Culture,pe/tourism-and-culture,,http://www.gov.pe.ca/tourism/mcsac-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,,Brenda Gallant,,,6/7/13,6/7/13
Aerospace and Defence,,pe/aerospace-and-defence,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/ip-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"94 Euston Street PO Box 910 Charlottetown, PE C1A 7L9","Cheryl L. Paynter, CA",,,6/7/13,6/7/13
Agriculture Information Services,,pe/agriculture-information-services,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ard-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fifth Floor, Jones Building 11 Kent Street, P.O. Box 2000, Charlottetown, PEI C1A 7N8",Tracy Wood,,,6/7/13,6/7/13
Agriculture Innovation,,pe/agriculture-innovation,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ard-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fifth Floor, Jones Building 11 Kent Street, P.O. Box 2000, Charlottetown, PEI C1A 7N8",Tracy Wood,,,6/7/13,6/7/13
Agriculture Policy & Regulatory Division,,pe/agriculture-policy-regulatory-division,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ap&rd-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"5th Floor, Jones Building 11 Kent Street Charlottetown, P.E.I. C1A 7N8",Shane Murphy,,,6/7/13,6/7/13
Agriculture Regulatory Programs,,pe/agriculture-regulatory-programs,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ap&rd-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"5th Floor, Jones Building 11 Kent Street Charlottetown, P.E.I. C1A 7N8",Shane Murphy,,,6/7/13,6/7/13
Agriculture Resource Division,,pe/agriculture-resource-division,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ard-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fifth Floor, Jones Building 11 Kent Street, P.O. Box 2000, Charlottetown, PEI C1A 7N8",Tracy Wood,,,6/7/13,6/7/13
Agriculture,,pe/agriculture,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/fp-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Commercial and Resource Lending 98 Fitzroy Street, 2nd Floor PO Box 1176 Charlottetown, Prince Edward Island C1A 1R7 Canada Developmental Lending 94 Euston Street, 2nd Floor PO Box 1176 Charlottetown, Prince Edward Island C1A 7M8","Jamie Aiken, CA",,,6/7/13,6/7/13
Alberton Location,,pe/alberton-location,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/cacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"109 Water Street Summerside, PE C1N 1A8",John R Picketts,,,6/7/13,6/7/13
Aphid Alert Program,,pe/aphid-alert-program,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ard-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fifth Floor, Jones Building 11 Kent Street, P.O. Box 2000, Charlottetown, PEI C1A 7N8",Tracy Wood,,,6/7/13,6/7/13
Application Development,,pe/application-development,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/itss-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Sullivan Building, 5th floor PO Box 2000 Charlottetown PE C1A 7N8","Norman MacDonald, COO",,,6/7/13,6/7/13
Apprenticeship Training,,pe/apprenticeship-training,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/psace-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Atlantic Technology Centre 90 University Avenue, Suite 212 Charlottetown, PE C1A 4K9",Susan A MacKenzie,,,6/7/13,6/7/13
Aquaculture,,pe/aquaculture,,"Fisheries, Aquaculture and Rural Development",pe/fisheries-aquaculture-and-rural-development,,http://www.gov.pe.ca/fa/aqu-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"PO Box 1180 548 Main St Montague, PE C0A 1R0",Neil MacNair,,,6/7/13,6/7/13
Autism Services,,pe/autism-services,,Education and Early Childhood Development,pe/education-and-early-childhood-development,,http://www.gov.pe.ca/education/laecd-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,,Imelda Arsenault,,,6/7/13,6/7/13
Basin Head Fisheries Museum,,pe/basin-head-fisheries-museum,,Tourism and Culture,pe/tourism-and-culture,,http://www.gov.pe.ca/tourism/mahf-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,Beaconsfield 2 Kent Street Charlottetown PEI C1A 1M6,Harry KiellyDr. David L Keenlyside,,,6/7/13,6/7/13
Beaconsfield Historic House,,pe/beaconsfield-historic-house,,Tourism and Culture,pe/tourism-and-culture,,http://www.gov.pe.ca/tourism/mahf-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,Beaconsfield 2 Kent Street Charlottetown PEI C1A 1M6,Harry KiellyDr. David L Keenlyside,,,6/7/13,6/7/13
Bioscience,,pe/bioscience,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/ip-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"94 Euston Street PO Box 910 Charlottetown, PE C1A 7L9","Cheryl L. Paynter, CA",,,6/7/13,6/7/13
"Boiler, Pressure Vessel, LP Gas, Plumbing and Home Heat Tank Inspection",,pe/boiler-pressure-vessel-lp-gas-plumbing-and-home-heat-tank-inspection,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/env-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Jones Building, 4th Floor 11 Kent Street PO Box 2000, Charlottetown, PE C1A 7N8","Jim Young, P.Eng.",,,6/7/13,6/7/13
Bridge Maintenance,,pe/bridge-maintenance,,Transportation and Infrastructure,pe/transportation-and-infrastructure,,http://www.gov.pe.ca/tir/cp-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"3rd Floor, Jones Building 11 Kent Street Charlottetown, PE C1A 7N8","Stephen J Yeo, P. Eng",,,6/7/13,6/7/13
Budget Management Section,,pe/budget-management-section,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/fm-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Third Floor, South Shaw Building 95 Rochford Street PO Box 2000 Charlottetown, PE C1A 7N8","Jim Miles, CA",,,6/7/13,6/7/13
Building Maintenance and Accommodations,,pe/building-maintenance-and-accommodations,,Transportation and Infrastructure,pe/transportation-and-infrastructure,,http://www.gov.pe.ca/tir/pwap-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Third Floor, Jones Building 11 Kent Street Charlottetown, PE C1A 7N8","Alan Maynard, P. Eng",,,6/7/13,6/7/13
Building Standards,,pe/building-standards,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/env-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Jones Building, 4th Floor 11 Kent Street PO Box 2000, Charlottetown, PE C1A 7N8","Jim Young, P.Eng.",,,6/7/13,6/7/13
Business Application Services,,pe/business-application-services,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/itss-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Sullivan Building, 5th floor PO Box 2000 Charlottetown PE C1A 7N8","Norman MacDonald, COO",,,6/7/13,6/7/13
Business Continuity,,pe/business-continuity,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/csajp-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fourth Floor, Shaw Building 105 Rochford Street Charlottetown, PE C1A 7N8",Erin Mitchell,,,6/7/13,6/7/13
Business Development and Integration,,pe/business-development-and-integration,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/ip-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"94 Euston Street PO Box 910 Charlottetown, PE C1A 7L9","Cheryl L. Paynter, CA",,,6/7/13,6/7/13
Business Development,,pe/business-development,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/ip-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"94 Euston Street PO Box 910 Charlottetown, PE C1A 7L9","Cheryl L. Paynter, CA",,,6/7/13,6/7/13
Business Infrastructure Services,,pe/business-infrastructure-services,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/itss-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Sullivan Building, 5th floor PO Box 2000 Charlottetown PE C1A 7N8","Norman MacDonald, COO",,,6/7/13,6/7/13
Business Office (Comptroller),,pe/business-office-comptroller,,Health PEI,pe/health-pei,,http://www.healthpei.ca/fs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,,Denise Lewis Fleming,,,6/7/13,6/7/13
Capital Projects,,pe/capital-projects,,Transportation and Infrastructure,pe/transportation-and-infrastructure,,http://www.gov.pe.ca/tir/cp-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"3rd Floor, Jones Building 11 Kent Street Charlottetown, PE C1A 7N8","Stephen J Yeo, P. Eng",,,6/7/13,6/7/13
Central Forest District Office,,pe/central-forest-district-office,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ffaw-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"J. Frank Gaudet Tree Nursery Box 2000 183 Upton Rd. Charlottetown C1A 7N8
Telephone: (902) 368 4700
Facsimile: (902) 368 471",Kate E MacQuarrie,,,6/7/13,6/7/13
Central Forest District Office,,pe/central-forest-district-office,,Agriculture and Forestry,pe/agriculture-and-forestry,,http://www.gov.pe.ca/af/ffaw-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"J. Frank Gaudet Tree Nursery Box 2000 183 Upton Rd. Charlottetown C1A 7N8
Telephone: (902) 368 4700
Facsimile: (902) 368 471",Kate E MacQuarrie,,,6/7/13,6/7/13
Central Region,,pe/central-region,,Transportation and Infrastructure,pe/transportation-and-infrastructure,,http://www.gov.pe.ca/tir/hm-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Provincial Headquarters Park Street & Riverside Drive PO Box 2000 Charlottetown, PE C1A 7N8","Darren Chaisson, P. Eng",,,6/7/13,6/7/13
Central Region,,pe/central-region,,Transportation and Infrastructure,pe/transportation-and-infrastructure,,http://www.gov.pe.ca/tir/hm-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Provincial Headquarters Park Street & Riverside Drive PO Box 2000 Charlottetown, PE C1A 7N8","Darren Chaisson, P. Eng",,,6/7/13,6/7/13
Central Systems Approvals and Monitoring,,pe/central-systems-approvals-and-monitoring,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/env-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Jones Building, 4th Floor 11 Kent Street PO Box 2000, Charlottetown, PE C1A 7N8","Jim Young, P.Eng.",,,6/7/13,6/7/13
Charlottetown Location,,pe/charlottetown-location,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/cacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"109 Water Street Summerside, PE C1N 1A8",John R Picketts,,,6/7/13,6/7/13
Charlottetown Location,,pe/charlottetown-location,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/cacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"109 Water Street Summerside, PE C1N 1A8",John R Picketts,,,6/7/13,6/7/13
Charlottetown Location,,pe/charlottetown-location,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/cacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"109 Water Street Summerside, PE C1N 1A8",John R Picketts,,,6/7/13,6/7/13
Charlottetown Location,,pe/charlottetown-location,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/cao-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"197 Richmond Street Charlottetown, PEI C1A 1J3",Cyndria L Wedge,,,6/7/13,6/7/13
Charlottetown Location,,pe/charlottetown-location,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/la-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"40 Great George Street P.O. Box 2000 Charlottetown, P.E.I C1A 7N8","W. Kent Brown, Q.C.",,,6/7/13,6/7/13
Charlottetown,,pe/charlottetown,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/tapr-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Shaw Building, 1st Floor 95 Rochford Street PO Box 2000 Charlottetown, PE C1A 7N8",Elizabeth (Beth) Gaudet,,,6/7/13,6/7/13
Charlottetown,,pe/charlottetown,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/tapr-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Shaw Building, 1st Floor 95 Rochford Street PO Box 2000 Charlottetown, PE C1A 7N8",Elizabeth (Beth) Gaudet,,,6/7/13,6/7/13
Charlottetown,,pe/charlottetown,,"Finance, Energy  and Municipal Affairs",pe/finance-energy-and-municipal-affairs,,http://www.gov.pe.ca/finance/tapr-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Shaw Building, 1st Floor 95 Rochford Street PO Box 2000 Charlottetown, PE C1A 7N8",Elizabeth (Beth) Gaudet,,,6/7/13,6/7/13
Charlottetown,,pe/charlottetown,,Innovation and Advanced Learning,pe/innovation-and-advanced-learning,,http://www.gov.pe.ca/ial/ski-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Atlantic Technology Centre 90 University Avenue, Suite 212 Charlottetown, PE C1A 4K9",Birt MacKinnon,,,6/7/13,6/7/13
Charlottetown,,pe/charlottetown,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/lacs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Fourth Floor,Shaw Building 95 Rochford Street PO Box 2000 Charlottetown, PEI C1A 7N8","Barrie L. Grandy, QC",,,6/7/13,6/7/13
Chemistry Laboratory,,pe/chemistry-laboratory,,"Environment, Labour and Justice",pe/environment-labour-and-justice,,http://www.gov.pe.ca/jps/env-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,"Jones Building, 4th Floor 11 Kent Street PO Box 2000, Charlottetown, PE C1A 7N8","Jim Young, P.Eng.",,,6/7/13,6/7/13
Chief Public Health Office,,pe/chief-public-health-office,,Health and Wellness,pe/health-and-wellness,,http://www.gov.pe.ca/health/cpho-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,,Dr. Heather G. Morrison,,,6/7/13,6/7/13
Child and Family Services,,pe/child-and-family-services,,Community Services and  Seniors,pe/community-services-and-seniors,,http://www.gov.pe.ca/sss/cafs-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,,Rona Smith,,,6/7/13,6/7/13
Child and Student  Services,,pe/child-and-student-services,,Education and Early Childhood Development,pe/education-and-early-childhood-development,,http://www.gov.pe.ca/education/laecd-info/dg.inc.php3,Saskatchewan,SK,"Index of Departments, Disivions and Sections",http://www.gov.pe.ca,,Imelda Arsenault,,,6/7/13,6/7/13
