title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
ASSS DU BAS-ST-LAURENT,"",qc/ASSS-DU-BAS-ST-LAURENT,AGENCES DE LA SANTÉ,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"288, rue Pierre-Saindon #115 Rimouski (QC) G5L 9A8",René Dumont,rene.dumontasss01@ssss.gouv.qc.ca,"",5/17/13,5/29/13
ASSS DU SAGUENAY-LAC-ST-JEAN,"",qc/ASSS-DU-SAGUENAY-LAC-ST-JEAN,AGENCES DE LA SANTÉ,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"930, rue Jacques-Cartier E. Saguenay (QC) G7H 7K9",Jean-François St-Gelais,jean-francois.st.gelais@ssss.gouv.qc.ca,"",5/17/13,5/29/13
CENTRE RÉGIONAL DE SSS DE LA BAIE-JAMES,"",qc/CENTRE-RÉGIONAL-DE-SSS-DE-LA-BAIE-JAMES,AGENCES DE LA SANTÉ,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"312, 3e Rue Chibougamau (QC) G8P 1N5",Julie Pelletier,julie_pelletier@ssss.gouv.qc.ca,"",5/17/13,5/29/13
CONSEIL CRI DE LA SSS DE LA BAIE-JAMES,"",qc/CONSEIL-CRI-DE-LA-SSS-DE-LA-BAIE-JAMES,AGENCES DE LA SANTÉ,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,C.P. 250 Chisasibi (QC) J0M 1E0,Mabel Herodier,,"",5/17/13,5/29/13
RÉGIE RÉGIONALE DE LA SSS DU NUNAVIK,"",qc/RÉGIE-RÉGIONALE-DE-LA-SSS-DU-NUNAVIK,AGENCES DE LA SANTÉ,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,C.P. 900 Kuujjuaq (QC) J0M 1C0,Jeannie May,,"",5/17/13,5/29/13
AGENCE DE L'EFFICACITÉ ÉNERGÉTIQUE,"",qc/AGENCE-DE-L'EFFICACITÉ-ÉNERGÉTIQUE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"5700, 4e Avenue O. #B-405 Québec (QC) G1H 6R1",Me Michèle Durocher,michelle.durocher@aee.gouv.qc.ca,"",5/17/13,5/29/13
AGENCE MÉTROPOLITAINE DE TRANSPORT,"",qc/AGENCE-MÉTROPOLITAINE-DE-TRANSPORT,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"700, rue de la Gauchetière O., 26e étage Montréal (QC) H3B 5M2",Michel Fortier,mfortier@amt.qc.ca,"",5/17/13,5/29/13
AUTORITÉ DES MARCHÉS FINANCIERS,"",qc/AUTORITÉ-DES-MARCHÉS-FINANCIERS,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"800, Square Victoria, 22e étage C.P. 246 Montréal (QC) H4Z 1G3",Me Anne-Marie Beaudoin,anne-marie.beaudoin@lautorite.qc.ca,"",5/17/13,5/29/13
BIBLIOTHÈQUE ET ARCHIVES NATIONALES DU QUÉBEC,"",qc/BIBLIOTHÈQUE-ET-ARCHIVES-NATIONALES-DU-QUÉBEC,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"475, boul. de Maisonneuve E. Montréal (QC) H2L 5C4",Me Isabelle Lafrance,isabelle.lafrance@banq.qc.ca,"",5/17/13,5/29/13
BUREAU D'AUDIENCES PUBLIQUES SUR L'ENVIRONNEMENT,"",qc/BUREAU-D'AUDIENCES-PUBLIQUES-SUR-L'ENVIRONNEMENT,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"575, rue Saint-Amable #2.10 Québec (QC) G1R 6A6",René Beaudet,rene.beaudet@bape.gouv.qc.ca,"",5/17/13,5/29/13
BUREAU DE DÉCISION ET DE RÉVISION,"",qc/BUREAU-DE-DÉCISION-ET-DE-RÉVISION,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"500, boul. René-Lévesque O. #16.40 Montréal (QC) H2Z 1W7",Carmen St-Laurent,carmen.st-laurent@bdr.gouv.qc.ca,"",5/17/13,5/29/13
BUREAU DE LA SÉCURITÉ PRIVÉE,"",qc/BUREAU-DE-LA-SÉCURITÉ-PRIVÉE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"6363, rte Transcanadienne O. #201 Montréal (QC) H4T 1Z9",Me Isabelle F. LeBlanc,isabelle.leblanc@bureausecuriteprivee.qc.ca,"",5/17/13,5/29/13
BUREAU DU CORONER,"",qc/BUREAU-DU-CORONER,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"2875, boul. Laurier, Le Delta II #390 Québec (QC) G1V 5B1",Louis Breault,louis.breault@msp.gouv.qc.ca,"",5/17/13,5/29/13
CARRA,"",qc/CARRA,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"475, rue St-Amable, 7e étage Québec (QC) G1R 5X3",Me Roberto Clocchiatti,roberto.clocchiatti@carra.gouv.qc.ca,"",5/17/13,5/29/13
CARRA,"",qc/CARRA,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"475, rue St-Amable, 7e étage Québec (QC) G1R 5X3",Marie Gagnon,marie.gagnon@carra.gouv.qc.ca,"",5/17/13,5/29/13
CDP (CADIBERGE LAVAL INC.),"",qc/CDP-(CADIBERGE-LAVAL-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2B3",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (CADIM INC.),"",qc/CDP-(CADIM-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2B3",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (CAISSE DE DÉPÔT ET PLACEMENT DU QUÉBEC),"",qc/CDP-(CAISSE-DE-DÉPÔT-ET-PLACEMENT-DU-QUÉBEC),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul-Riopelle Montréal (QC) H2Z 2B3",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (CAPITAL D'AMÉRIQUE CDPQ INC.),"",qc/CDP-(CAPITAL-D'AMÉRIQUE-CDPQ-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2A8",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (CAPITAL INC.),"",qc/CDP-(CAPITAL-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2A8",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (FINANCIÈRE INC.),"",qc/CDP-(FINANCIÈRE-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2A8",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (SITQ PLACEMENTS INC.),"",qc/CDP-(SITQ-PLACEMENTS-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2A8",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDP (SOCIÉTÉ IMMOBILIÈRE CAMONT INC.),"",qc/CDP-(SOCIÉTÉ-IMMOBILIÈRE-CAMONT-INC.),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1000, place Jean-Paul Riopelle Montréal (QC) H2Z 2A8",Ginette Depelteau,gdepelteau@lacaisse.com,"",5/17/13,5/29/13
CDPDJ,"",qc/CDPDJ,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"360, rue Saint-Jacques O., 2e étage Montréal (QC) H2Y 1P5",Me Claude Boies,secretariat@cdpdj.qc.ca,"",5/17/13,5/29/13
CDPDJ,"",qc/CDPDJ,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"360, rue Saint-Jacques O., 2e étage Montréal (QC) H2Y 1P5",My Huê Nguyen,,"",5/17/13,5/29/13
CENTRE DE RECHERCHE INDUSTRIELLE DU QUÉBEC,"",qc/CENTRE-DE-RECHERCHE-INDUSTRIELLE-DU-QUÉBEC,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"333, rue Franquet Québec (QC) G1P 4C7",Me Alain Vachon,alain.vachon@criq.qc.ca,"",5/17/13,5/29/13
CENTRE DE SERVICES PARTAGÉS DU QUÉBEC,"",qc/CENTRE-DE-SERVICES-PARTAGÉS-DU-QUÉBEC,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"875, Grande Allée E. #Bur. 4.550 Québec (QC) G1R 5W5",Conrad White,conrad.white@cspq.gouv.qc.ca,"",5/17/13,5/29/13
CHAMBRE DE LA SÉCURITÉ FINANCIÈRE,"",qc/CHAMBRE-DE-LA-SÉCURITÉ-FINANCIÈRE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"300, rue Léo-Parisesu, 26e Montréal (QC) H2X 4B8",Me Marie-Elaine Farley,mefarley@chambresf.com,"",5/17/13,5/29/13
CHAMBRE DE L'ASSURANCE DE DOMMAGES,"",qc/CHAMBRE-DE-L'ASSURANCE-DE-DOMMAGES,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"999, boul. De Maisonneuve O., 12e Montréal (QC) H3A 3L4",Me Jannick Desforges,,"",5/17/13,5/29/13
CLD DU FJORD,"",qc/CLD-DU-FJORD,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"449, rue Principale Saint-Félix-d'Otis (QC) G0V 1M0",Patricia Tremblay,ptremblay@clddufjord.ca,"",5/17/13,5/29/13
COMITÉ DE DÉONTOLOGIE POLICIÈRE,"",qc/COMITÉ-DE-DÉONTOLOGIE-POLICIÈRE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"2525, boul. Laurier #A-200 Québec (QC) G1V 4Z6",Me Jean-Pierre Bédard,jean.pierre@msp.gouv.qc.ca,"",5/17/13,5/29/13
COMITÉ DE RÉVISION DES DENTISTES,"",qc/COMITÉ-DE-RÉVISION-DES-DENTISTES,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1125, ch. Saint-Louis Québec (QC) G1S 1E7",Me Louise G. Dutil,,"",5/17/13,5/29/13
COMITÉ DE RÉVISION DES MÉDECINS OMNIPRATICIENS,"",qc/COMITÉ-DE-RÉVISION-DES-MÉDECINS-OMNIPRATICIENS,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1125, ch. Saint-Louis Québec (QC) G1S 1E7",Me Louise G. Dutil,,"",5/17/13,5/29/13
COMITÉ DE RÉVISION DES MÉDECINS SPÉCIALISTES,"",qc/COMITÉ-DE-RÉVISION-DES-MÉDECINS-SPÉCIALISTES,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1125, ch. Saint-Louis Québec (QC) G1S 1E7",Me Louise G. Dutil,,"",5/17/13,5/29/13
COMITÉ DE RÉVISION DES OPTOMÉTRISTES,"",qc/COMITÉ-DE-RÉVISION-DES-OPTOMÉTRISTES,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1125, ch. Saint-Louis Québec (QC) G1S 1E7",Me Louise G. Dutil,,"",5/17/13,5/29/13
COMITÉ DE RÉVISION DES PHARMACIENS,"",qc/COMITÉ-DE-RÉVISION-DES-PHARMACIENS,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1125, ch. Saint-Louis Québec (QC) G1S 1E7",Me Louise G. Dutil,,"",5/17/13,5/29/13
COMITÉ D'EXAMEN (COMEX),"",qc/COMITÉ-D'EXAMEN-(COMEX),AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"675, boul. René-Lévesque , 6e étage E. #83 Québec (QC) G1R 5V7",Michael O'Neill,michael.oneill@mddep.gouv.qc.ca,"",5/17/13,5/29/13
COMITÉ PROV. PREST. SERV. SANTÉ & SOCIAUX LANG. ANG.,"",qc/COMITÉ-PROV.-PREST.-SERV.-SANTÉ-&-SOCIAUX-LANG.-ANG.,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"201, rue Crémazie E. #3.01G Montréal (QC) H2M 1L2",James Carter,,"",5/17/13,5/29/13
COMITÉ SUR LE CIVISME,"",qc/COMITÉ-SUR-LE-CIVISME,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1200, rte de l'Église Québec (QC) G1V 4M1",Sonia Beaudoin,s.beaudoin@justice.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSAIRE À LA DÉONTOLOGIE POLICIÈRE,"",qc/COMMISSAIRE-À-LA-DÉONTOLOGIE-POLICIÈRE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1200, rte de l'Église, local 1.40 Québec (QC) G1V 4Y9",Me Louise Letarte,louise.letarte@msp.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSAIRE À LA SANTÉ ET AU BIEN-ÊTRE,"",qc/COMMISSAIRE-À-LA-SANTÉ-ET-AU-BIEN-ÊTRE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1020, rte de l'Église #700 Québec (QC) G1V 3V9",Louise Delagrave,louise.delagrave@csbe.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSAIRE AU LOBBYISME DU QUÉBEC,"",qc/COMMISSAIRE-AU-LOBBYISME-DU-QUÉBEC,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"70, rue Dalhousie #220 Québec (QC) G1K 4B2",Jean Dussault,info@commissairelobby.qc.ca,"",5/17/13,5/29/13
COMMISSION CONSULTATIVE DE L'ENSEIGNEMENT PRIVÉ,"",qc/COMMISSION-CONSULTATIVE-DE-L'ENSEIGNEMENT-PRIVÉ,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"1035, rue de la Chevrotière Québec (QC) G1R 5A5",Gilles Couture,commission.consultative@mels.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSION D'ACCÈS À L'INFORMATION,"",qc/COMMISSION-D'ACCÈS-À-L'INFORMATION,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"500, boul. René-Lévesque O. #18.200 Montréal (QC) H2Z 1W7",Me Claire-Élaine Audet,cai.communications@cai.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSION DE LA CAPITALE NATIONALE,"",qc/COMMISSION-DE-LA-CAPITALE-NATIONALE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"525, boul. Réne-Lévesque E. Québec (QC) G1R 5S9",Hélène Turcotte,helene.turcotte@capitale.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSION DE LA CONSTRUCTION DU QUÉBEC,"",qc/COMMISSION-DE-LA-CONSTRUCTION-DU-QUÉBEC,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"8485, av. Christophe-Colomb Montréal (QC) H2M 0A7",Me François Charette,francois.charette@ccq.org,"",5/17/13,5/29/13
COMMISSION DE LA FONCTION PUBLIQUE,"",qc/COMMISSION-DE-LA-FONCTION-PUBLIQUE,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,"800, Place d'Youville, 7e étage Québec (QC) G1R 3P4",Mathieu Breton,mathieu.breton@cfp.gouv.qc.ca,"",5/17/13,5/29/13
COMMISSION DE LA QUALITÉ DE L'ENVIRONNEMENT KATIVIK,"",qc/COMMISSION-DE-LA-QUALITÉ-DE-L'ENVIRONNEMENT-KATIVIK,AUTRES ORGANISMES GOUVERNEMENTAUX,"","","","",Quebec,QC,Commision d'accès à l'information du Québec,http://www.cai.gouv.qc.ca/documents/CAI_liste_resp_acces.pdf,C.P. 930 Kuujjuaq (QC) J0M 1C0,Martin Tremblay,mtremblay@krg.ca,"",5/17/13,5/29/13
