title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
algonquin college of applied arts and technology - board of governors,,on/algonquin-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.algonquincollege.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1385 Woodroffe Avenue   Ottawa K2G 1V8 ON,,,,6/5/13,7/8/13
algonquin forestry authority,,on/algonquin-forestry-authority,agency,  natural resources,natural-resources,"  Subject to the Crown Forest Sustainability Act, the Algonquin Forestry Authority is allowed to harvest timber in Algonquin Park and to sort, sell and deliver the logs. It is also empowered to advise on, undertake and carry out forestry, land-management and other programs and projects as the Minister may authorize.",  www.algonquinforestry.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  222 Main Street West   Huntsville P1H 1Y1 ON,,,,6/5/13,7/8/13
"animal care review board (safety, licensing appeals and standards tribunals ontario)",,on/animal-care-review-board-safety-licensing-appeals-and-standards-tribunals-ontario,agency,  attorney general,attorney-general,"  The board is a quasi-judicial tribunal that hears appeals from individuals from whom animals have been seized or to whom orders have been issued under the Ontario Society for Prevention of Cruelty to Animals Act. The Animal Care Review Board is designated as part of an adjudicative tribunal cluster by regulation made under the Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  25 Grosvenor St, 17th Fl,   Toronto M7A 2S8 ON",,,,6/5/13,7/8/13
art gallery of ontario,,on/art-gallery-of-ontario,agency,"  tourism, culture and sport",tourism-culture-and-sport,"  The corporation's mandate is to cultivate and advance the cause of the visual arts in Ontario, offer education and other programs on the origin, development, appreciation and techniques of the visual arts for the various audiences in the province, to collect and exhibit art and displays, maintain and operate the gallery and its facilities for this purpose and stimulate public interest in the work of the gallery.",  www.ago.net,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  317 Dundas Street West   Toronto M5T 1G4 Ont.,,,,6/5/13,7/8/13
assessment review board (environment and land tribunals ontario),,on/assessment-review-board-environment-and-land-tribunals-ontario,agency,  attorney general,attorney-general,"  The board hears and determines assessment appeals concerning properties, businesses, school support, and the apportionment of municipal taxes or rates applicable to individual parcels of land that have been assessed in a block. When authorized by a municipal by-law, the board determines applications for the cancellation, reduction or refund of municipal taxes and for increases in municipal taxes where errors have been made in the collector's roll. The Assessment Review Board is designated as part of an adjudicative tribunal cluster by regulation made under the Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009.",  www.aemat.gov.on.ca/english/default.html,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1500 - 655 Bay St   Toronto M5G 1E5 ON,,,,6/5/13,7/8/13
autism spectrum disorders clinical expert committee (asd clinical expert committee),,on/autism-spectrum-disorders-clinical-expert-committee-asd-clinical-expert-committee,agency,  children and youth services,children-and-youth-services,"  The Committee reviews and analyzes evidence-based research on treatments, services, and supports for children and youth with autism spectrum disorders; and provides clinical advice to the Ministry on treatments, services, and supports that facilitate meeting the best interests of children and youth with autism spectrum disorders and their families.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  -   - - -,,,,6/5/13,7/8/13
board of directors of drugless therapy (naturopathy),,on/board-of-directors-of-drugless-therapy-naturopathy,agency,  health and long-term care,health-and-long-term-care,"  The Board of Directors of Drugless Therapy (Naturopaths) regulates the profession of naturopathy in the public interest by ensuring that individuals have access to services provided by competent health professionals of their choice, and that individuals are treated with sensitivity and respect in their dealings with health professions. Various committees of the Board of Directors of Drugless Therapy function in a quasi-judicial role with respect to the suspension and revocation of certificates of registration or licences to practice the profession of naturopaths in Ontario.",  www.boardofnaturopathicmedicine.on.ca/,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  112 Adelaide Street East   Toronto M5C 1K9 ON,,,,6/5/13,7/8/13
board of funeral services,,on/board-of-funeral-services,agency,  consumer services,consumer-services,"  In accordance with the Act and the Funeral, Burial and Cremation Services Act, 2002, regulations and by-laws, the board oversees the regulation of the practices of licensees so that the public interest may be served and protected. The board makes recommendations regarding standards of knowledge and skill, in addition to standards of qualification and standards of practice for licensees. The board establishes, maintains and develops standards of professional ethics. It administers a compensation fund and makes recommendations regarding the oversight and inspection of trust accounts and funds that are required by law to be established or maintained. The board also makes recommendations regarding the establishment and development of standards for funeral establishments and transfer services. The board will make recommendations to the Minister based on the review of the operation of the aforementioned Acts and regulations made under the Acts. In addition, it will make recommendations to the Minister regarding courses of study and examinations with respect to educational requirements under the Funeral, Burial and Cremation Services Act, 2002. The board establishes and develops standards for funeral establishments and performs other duties as imposed by the Act.",  www.funeralboard.com,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  Suite 2810, P.O. Box 117 777 Bay Street  Toronto M5G 2C8 ON",,,,6/5/13,7/8/13
board of management - district of algoma,,on/board-of-management-district-of-algoma,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of management - district of kenora,,on/board-of-management-district-of-kenora,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of management - district of manitoulin,,on/board-of-management-district-of-manitoulin,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of management - district of nipissing east,,on/board-of-management-district-of-nipissing-east,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of management - district of nipissing west,,on/board-of-management-district-of-nipissing-west,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of management - district of parry sound east,,on/board-of-management-district-of-parry-sound-east,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of management - district of parry sound west,,on/board-of-management-district-of-parry-sound-west,agency,  health and long-term care,health-and-long-term-care,"  Under the Act, upper or single-tier northern municipalities that have a population of more than 15, 000 may establish and maintain a municipal home, participate with other northern municipalities in the same territorial district in the operation of a joint home or maintain a home or joint home. A council of a band may also establish and maintain a First Nations home or participate with another band in the operation of a joint First Nations home. The municipal homes in northern municipalities and First Nations homes are vested in the board of management, which is a statutory corporation established under Ontario Regulation 79/10. The board of management has charge of the home.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of monitors - central east correctional centre,,on/board-of-monitors-central-east-correctional-centre,agency,  community safety and correctional services,community-safety-and-correctional-services,  Local monitoring boards strengthen the links between Ontario correctional institutions and the communities that host them. The board members act as independent observers offering a balanced perspective concerning the care supervision and programs for offenders. The board acts in an advisory capacity to the Minister and provides advice on all aspects of facility operations including: the operation of the institution and the impact on the community; the state of the institution; the administration of the institution; and the treatment of inmates.,  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of monitors - central north correctional centre,,on/board-of-monitors-central-north-correctional-centre,agency,  community safety and correctional services,community-safety-and-correctional-services,"  Local monitoring boards strengthen the links between Ontario correctional institutions and the communities that host them. The board members act as independent observers, offering a balanced perspective concerning the care, supervision and programs for offenders. The board acts in an advisory capacity to the Minister and provides advice on all aspects of facility operations including: the operation of the institution and the impact on the community; the state of the institution; the administration of the institution; and the treatment of inmates.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  .   . . .,,,,6/5/13,7/8/13
board of negotiation,,on/board-of-negotiation,agency,  agriculture and food,agriculture-and-food,"  The function of the board is to negotiate settlements in cases where contaminants caused damage to livestock, crops, trees or other vegetation. While the jurisdiction for requesting a Board of Negotiation falls with the Minister of Environment in legislation, the funding for the operation of the board has been transferred to the Ministry of Agriculture, Food and Rural Affairs. Legislation stipulates that the board of negotiation be established by the Lieutenant Governor in Council.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1st Floor NW 1 Stone Road West  Guelph N1G 4Y2 Ont.,,,,6/5/13,7/8/13
board of negotiation (environment and land tribunals ontario),,on/board-of-negotiation-environment-and-land-tribunals-ontario,agency,  attorney general,attorney-general,"  The board is an informal tribunal that mediates settlements for compensation when property is expropriated. On written request from either party, the board will arrange a meeting between the expropriated party and the expropriating authority. The Board of Negotiation is designated as part of an adjudicative tribunal cluster by regulation made under the Adjudicative Tribunals Accountability, Governance and Appointments Act, 2009.",  www.aemat.gov.on.ca/english/default.html,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1500 - 655 Bay Street   Toronto M5G 1E5 ON,,,,6/5/13,7/8/13
building code commission,,on/building-code-commission,agency,  municipal affairs and housing,municipal-affairs-and-housing,"  The commission decides disputes between building officials and applicants for, or holders of building permits, or individuals who have been issued orders concerning the technical requirements of the Building Code.",  www.obc.mah.gov.on.ca/pagefactory.aspx?pageid=51,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  2nd Floor 777 Bay Street  Toronto M5G 2E5 Ont.,,,,6/5/13,7/8/13
building code conservation advisory council,,on/building-code-conservation-advisory-council,agency,  municipal affairs and housing,municipal-affairs-and-housing,  The Council advises the Minister on the building code with reference to standards for energy and water conservation.,  www.mah.gov.on.ca/page8813.aspx,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  777 Bay St, 2nd Fl   Toronto M5G 2E5 ON",,,,6/5/13,7/8/13
building materials evaluation commission,,on/building-materials-evaluation-commission,agency,  municipal affairs and housing,municipal-affairs-and-housing,"  The commission evaluates applications for innovative materials, systems or building designs for construction of a building, which are not mentioned in the Building Code or which are proposed as equivalent to the requirements of the Building Code. The commission may authorize the use of an innovative material, system or building design subject to terms and conditions. The Building Materials Evaluation Commission is not a testing organization, but may require testing to be done in the course of evaluating an application.",  www.obc.mah.gov.on.ca/pagefactory.aspx?pageid=50,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  2nd Floor 777 Bay Street  Toronto M5G 2E5 Ont.,,,,6/5/13,7/8/13
business risk management review committee,,on/business-risk-management-review-committee,agency,  agriculture and food,agriculture-and-food,"  The Business Risk Management (BRM) programs, delivered by Ontario's program administrator, were established to provide producers with effective tools to manage business risks. A program participant may submit a review request in the case of disagreement with how BRM program rules were applied to the participant's application by the program administrator. The Business Risk Management Review Committee (BRMRC) is responsible for hearing review requests of program administrator decisions in relation to program applications and making non-binding recommendations to the delivery agent. The BRMRC has the authority to consider requests for reviews under: (a) AgriStability; (b) Ontario's Risk Management Program; (c) Ontario's Self-Directed Risk Management Program; (d) any other BRM program that the Lieutenant Governor in Council or the Minister assigns responsibility to the BRMRC for considering requests for reviews of a program administrator's decision.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1 Stone Rd W   Guelph N1H 8M4 ON,,,,6/5/13,7/8/13
cambrian college of applied arts and technology - board of governors,,on/cambrian-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.cambriancollege.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  1400 Barrydowne Rd   Sudbury P3A 3V8 ON,,,,6/5/13,7/8/13
canadian national exhibition association,,on/canadian-national-exhibition-association,agency,  municipal affairs and housing,municipal-affairs-and-housing,"  The association encourages agriculture, horticulture, the arts and manufacturing, and conducts, manages and operates an annual exhibition.",  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  Exhibition Place 210 Princes' Boulevard  Toronto M6K 3CS Ont.,,,,6/5/13,7/8/13
canadore college of applied arts and technology - board of governors,,on/canadore-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.canadorec.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  100 College Drive P.O. Box 5001  North Bay P1B 8K9 ON,,,,6/5/13,7/8/13
cancer care ontario,,on/cancer-care-ontario,agency,  health and long-term care,health-and-long-term-care,"  Cancer Care Ontario is responsible for conducting programs of research, diagnosis and treatment of cancer. Objectives established in the act include: to transport patients; to establish and operate hostels in connection with its treatment centres or the Ontario Cancer Institute (Princess Margaret Hospital); to coordinate facilities for treatment; to report cases; to record and compile data; to educate the public; to provide facilities for undergraduate and postgraduate study; and to provide technical training and award research fellowships.",  www.cancercare.on.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  15th Floor 620 University Avenue  Toronto M5G 2L7 Ont.,,,,6/5/13,7/8/13
case management masters remuneration commission,,on/case-management-masters-remuneration-commission,agency,  government services,government-services,  The function of the Commission is to conduct an inquiry into and make recommendations to the Minister of Government Services regarding the remuneration of case management masters. The Commission will submit a report after consultation with the Government of Ontario and association representing the case management masters with its recommendations to the Minister.,  N/A,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  -   - - ON,,,,6/5/13,7/8/13
centennial centre of science and technology (ontario science centre),,on/centennial-centre-of-science-and-technology-ontario-science-centre,agency,"  tourism, culture and sport",tourism-culture-and-sport,"  The Centennial Centre of Science and Technology, commonly known as the Ontario Science Centre, was established by the province to commemorate the centennial of Canadian confederation. Its mandate is to depict to the public, and conduct education programs on, the origins, development and progress of science and technology and their relationship to society; to show Ontario's role in furthering science and technology; and to stimulate public interest in the Centre's work. The corporation collects and exhibits objects and displays and maintains and operates the Centre and its facilities. The affairs of the Centre are under the control of its Board of Trustees.",  www.ontariosciencecentre.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,  770 Don Mills Road   Toronto M3C 1T3 ON,,,,6/5/13,7/8/13
centennial college of applied arts and technology - board of governors,,on/centennial-college-of-applied-arts-and-technology-board-of-governors,agency,"  training, colleges and universities",training-colleges-and-universities,"  The mandate for Ontario's Colleges of Applied Arts and Technology is to offer a comprehensive program of career-oriented, postsecondary education and training to assist individuals in finding and keeping employment, to meet the needs of employers and the changing work environment and to support the economic and social needs of their local and diverse communities. The board of governors of each college has been authorized to govern the college and is responsible for ensuring that it is effectively and appropriately managed to achieve this mandate. The board of governors is responsible for defining the role and mission of the college and, thereby, setting the strategic directions for the college to achieve. The board of governors has responsibility for fiduciary oversight and institutional performance.",  www.centennialcollege.ca,Ontario,ocd-division/country:ca/province:on,Ontario Public Appointments Secretariat,https://www.pas.gov.on.ca/scripts/en/BoardsList.asp,"  P.O. Box 631, Station A   Toronto M1K 5E9 ON",,,,6/5/13,7/8/13
