id,name,abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,email,address,contact,tags,source_url
0bdbf9d6-1f41-48f0-9ea3-4f4d5927e6c4,Alma,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"8 School Street
Alma NB  E4H 1L2",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
14e6dda1-cb23-4e7b-b0cb-bd0e3a15ef6e,Saint John,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"15 Market Square
Saint John NB  E2L 4L1",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
1564e4b0-d961-4689-8e26-808d54b1b233,BNPP Regional Police Force,,,,Municipal Police Forces,ocd-organization/country:ca/province:nb,,,,,CA-NB,bnpp@nb.aibn.com,"398 Principale Street
Nigadoo NB  E8K 3M8",,,http://www1.gnb.ca/cnb/DsS/MunicipalPoliceForces-e.asp?typyofPublicBodyID=4&category_E=Municipal%20Police%20Force
164f1e34-60bf-43a8-b409-ba09582e7808,Perth-Andover,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"1131 West Riverside Drive
Perth-Andover NB  E7H 5G5",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
1690e540-808f-415a-8a76-7ed4fbe46233,Richibucto,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"9235 Main Street
Richibucto NB  E4W 4B4",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
16ed31db-00a6-4949-b2fa-0ccc35f7695f,Beresford,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"855 Principale Street
Beresford NB  E8K 1T3",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
1ab92875-1007-497c-ae42-cf6b7098297b,Campobello Island,,,,Rural Communities,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"924 Route 774
Welshpool NB  E5E 1B1",,,http://www1.gnb.ca/cnb/DsS/RuralCommunities-e.asp?typyofPublicBodyID=4&category_E=Rural%20Communities
1b96c872-b918-4aa4-84f8-6d309712605a,St. George,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"1 School Street
St. George NB  E5C 3N2",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
1c27e200-6369-48a7-a7d8-2261ba90e5e8,Economic Development,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
1e189e0f-1df1-4303-85f6-32eb0bac75fd,Le Goulet,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"1295 Principale Street
Le Goulet NB  E8S 2E9",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
1f13d90c-c914-4f71-b9a9-9b58ccf2c7d2,St-Isidore,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"3906 Fondateurs Blvd.
St-Isidore NB  E8M 1C2",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
216f2eb0-8456-4266-a281-f56416e79bbd,Hartland,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"31 Orser Street
Hartland NB  E7P 1R4",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
22a95107-d42a-40ce-9bfc-435638111fdf,Grande-Anse,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"393 Acadie Street
Grande-Anse NB  E8N 1E2",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
22aade24-9c7a-4771-bdd9-329c4c6aa5a3,Edmundston Police Force,,,,Municipal Police Forces,ocd-organization/country:ca/province:nb,,,,,CA-NB,police@edmundston.ca,"15 de l'Église Street
Edmundston NB  E3V 1J3",,,http://www1.gnb.ca/cnb/DsS/MunicipalPoliceForces-e.asp?typyofPublicBodyID=4&category_E=Municipal%20Police%20Force
22f73f5b-1cfa-4fd5-a77b-cf1aaa550c89,RSC 9,,,,Regional Service Commissions,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Place 400
400 Main Street
Saint John NB  E2K 4N5",,,http://www1.gnb.ca/cnb/DsS/RegionalServiceCommission-e.asp?typyofPublicBodyID=4&category_E=Regional%20Service%20Commissions
26aea76e-dc4f-483a-a7e5-6289f7c1f52c,RSC 1,,,,Regional Service Commissions,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"551 Main Street
Grand Falls NB  E3Z 2W4",,,http://www1.gnb.ca/cnb/DsS/RegionalServiceCommission-e.asp?typyofPublicBodyID=4&category_E=Regional%20Service%20Commissions
26e41ff5-66e1-4d19-bf07-c677fab406a8,Labour and Employment Board,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Chestnut Complex
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
279789ad-b1a3-4515-8fe3-0d8012031522,New Brunswick Health Council,,,,Other Health Care Bodies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Pavillon J.-Raymond-Frenette
100 des Aboiteaux Street
Moncton NB  E1A 7R1",,,http://www1.gnb.ca/cnb/DsS/OtherHealthcareBodies-e.asp?typyofPublicBodyID=4&category_E=Other%20Healthcare%20bodies
29f0a2b7-ac75-45f8-9d05-3d8a063b28c3,Grand Falls Police Force,,,,Municipal Police Forces,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"131 Pleasant Street
Grand Falls NB  E3Z 1G6",,,http://www1.gnb.ca/cnb/DsS/MunicipalPoliceForces-e.asp?typyofPublicBodyID=4&category_E=Municipal%20Police%20Force
2a55d8c8-506f-44cb-a4f7-ff2fc938714e,Port Elgin,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"41 East Main Street
Port Elgin NB  E4M 2X8",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
2bb2def4-f37d-4f40-9997-2e8f9fa913ca,"Tourism, Heritage and Culture",,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
2c98115c-807a-40d4-9f2e-2ee1b1fda134,Energy and Mines,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Brunswick Square
1 Germain Street
Saint John NB  E2L 4V1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
2f64a389-6f59-4f11-aaee-c24efd84517f,FacilicorpNB,,,,Other Health Care Bodies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Brunswick Square
1 Germain Street
Saint John NB  E2L 4V1",,,http://www1.gnb.ca/cnb/DsS/OtherHealthcareBodies-e.asp?typyofPublicBodyID=4&category_E=Other%20Healthcare%20bodies
301e01a1-bd73-43c4-99b4-b0fa67bb9577,Village Historique Acadien,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
30d8f680-9707-4b9b-a0e8-4ce8efab392a,Financial and consumer services commission,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"85 Charlotte Street
Saint John NB  E2L 2J2",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
312da142-41fd-4afd-a8ac-a5930d967db4,New Brunswick Emergency Measures Organization,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Argyle Place
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
32ed900b-5588-4e1d-b7b6-91e17e5513c0,Grand Bay-Westfield,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"609 River Valley Drive
Grand Bay-Westfield NB  E5K 4V3",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
330df5ef-9a4a-4a8a-956a-39d71a683106,Réseau de Santé Horizon Health Network (formerly Regional Health Authority B),,,,Regional Health Authorities,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"155 Pleasant Street
Miramichi NB  E1V 1Y3",,,http://www1.gnb.ca/cnb/DsS/RegionalHealthAuthorities-e.asp?typyofPublicBodyID=4&category_E=Regional%20Health%20Authorities
3346a4d5-f017-49b8-83b1-d1308b62b241,Anglophone School District South,,,,"Schools, School Districts and District Education Councils(DECs)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"490 Woodward Avenue
Saint John NB  E2K 5N3",,,http://www1.gnb.ca/cnb/DsS/SchoolDistricts-e.asp?typyofPublicBodyID=4&category_E=School%20Districts
33d217ab-3a82-4b55-bc50-9e8962176b77,Hillsborough,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"2849 Main Street
Hillsborough NB  E4X 2X7",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
34ae1a1b-e8bd-49b0-9b50-a086bab73434,Shediac,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"290 Main Street
Shediac NB  E4P 2E3",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
34dca065-5733-4b63-90bd-7ece4d3c1245,New Brunswick Arts Board,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"61 Carleton Street
Fredericton NB  E3B 3T2",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
35acbdc1-9279-4ef3-99c4-3d463127d766,Executive Council Office,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
37a4a177-7dc1-46bf-907e-2b03423b2c1b,Upper Miramichi,,,,Rural Communities,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"6094 Route 8
Boiestown NB  E6A 1M7",,,http://www1.gnb.ca/cnb/DsS/RuralCommunities-e.asp?typyofPublicBodyID=4&category_E=Rural%20Communities
39533292-f459-411b-9271-80954c9ff06c,Saint-André,,,,Rural Communities,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"438 Levesque Street
Saint-André NB  E3Y 3C7",,,http://www1.gnb.ca/cnb/DsS/RuralCommunities-e.asp?typyofPublicBodyID=4&category_E=Rural%20Communities
3994a8e8-2b3a-4d22-84e4-691d83692014,Quispamsis,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"12 Landing Court
Quispamsis NB  E2E 4Z4",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
3aa78c69-11bb-4e0c-acb7-863be010548a,Fredericton,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"397 Queen Street
Fredericton NB  E3B 4Y7",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
3ac06f79-d6cc-420a-ad9c-d789f0226a32,New Brunswick Police Commission,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"City Center
435 King Street
Fredericton NB  E3B 1E5",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
3afda6a9-3a63-4a78-8a56-2a4b063436b5,Drummond,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"1412 Tobique Road
Drummond NB  E3Y 1H7",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
3c5e1af2-1ffb-4e5c-ab9a-3a1249e9dc2b,St. Stephen,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"73 Milltown Blvd.
St. Stephen NB  E3L 1G5",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
3c696919-6f3a-447f-8fa9-ba98e3b98c09,New Brunswick Public Libraries Board,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Chestnut Complex
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
416973cc-f1b1-4f34-b83e-f171561210eb,Clair,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"809E Principale Street
Clair NB  E7A 2H7",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
4222b02b-7750-4929-973a-577695359247,Stanley,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"20 Main Street
Stanley NB  E6B 1A2",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
432e5dd4-8df4-435e-9b7c-4731776f088e,Social Development,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Sartain MacDonald Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
43b053be-22a7-4d35-9e10-4eb77ad8806d,New Maryland,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"584 New Maryland Highway
New Maryland NB  E3C 1K1",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
45585e60-05f1-40e9-9e3d-cfc078ad349c,Health,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"HSBC Place
P.O. Box 5100
Fredericton NB  E3B 5G8",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
4b19ccc4-46c5-4093-9770-5185e2cb8033,NB Power,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"P.O. Box 2010
515 King Street
Fredericton NB  E3B 4X1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
4bcb2e5d-760f-4d85-8fea-e1eafcd04999,Millville,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"39 Howland Ridge Road
Millville NB  E6E 1Y3",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
4cc97542-5b00-4095-a39c-42d2cbc5e1f8,Government Services,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Marysville Place
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
4e8d925a-ee35-47f3-b030-044bb2741c58,Healthy and Inclusive Communities,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Place 2000
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
4eaa9acc-d078-4c09-8982-3dd5b616c081,Fredericton Police Force,,,,Municipal Police Forces,ocd-organization/country:ca/province:nb,,,,,CA-NB,reportrequests@fredericton.ca,"311 Queen Street
Fredericton NB  E3B 1B1",,,http://www1.gnb.ca/cnb/DsS/MunicipalPoliceForces-e.asp?typyofPublicBodyID=4&category_E=Municipal%20Police%20Force
5262e4d4-fba9-4b1e-803d-cba1496432e0,Anglophone School District East,,,,"Schools, School Districts and District Education Councils(DECs)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"1077 St. George Blvd., Suite 200
Moncton NB  E1E 4C9",,,http://www1.gnb.ca/cnb/DsS/SchoolDistricts-e.asp?typyofPublicBodyID=4&category_E=School%20Districts
52f715fd-5467-481e-8303-277d6778dd7a,Fort La Tour Development Authority,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"243 Metcalf Street
Saint John NB  E2K 1K7",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
53304b1f-fc18-40b1-9379-494e5ec48e9d,Anglophone School District North,,,,"Schools, School Districts and District Education Councils(DECs)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"78 Henderson Street
Miramichi NB  E1N 2R7",,,http://www1.gnb.ca/cnb/DsS/SchoolDistricts-e.asp?typyofPublicBodyID=4&category_E=School%20Districts
54974d64-6ef3-4daf-8693-331000727d92,Edmundston,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"7 Canada Road
Edmundston NB  E3V 1T7",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
554ceb30-9f94-40ac-959f-6e6d063af4d5,New Brunswick Municipal Finance Corporation,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
563d8afe-80ac-47c2-a3bc-bdf922651d48,Bas-Caraquet,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"8185 St-Paul Street
Bas-Caraquet NB  E1W 6C4",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
572aaed8-a488-4739-9b5b-b04ef8966eaf,Kings Landing Corporation,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
5761c095-f6ad-4b8d-8b26-1d1c1d04a245,Bertrand,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"651-1 Acadiens Blvd
Bertrand NB  E1W 1G5",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
5846641e-aa1c-47eb-9d8c-9ee6ba255842,Lamèque,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"28 de l'Hôpital Street
Lamèque NB  E8T 3N4",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
587fcdc5-80f3-4b1e-bb0d-bd885de8ed9c,RSC 3,,,,Regional Service Commissions,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Complexe Madisco
702 Principale Street
Petit-Rocher NB  E8R 1J7",,,http://www1.gnb.ca/cnb/DsS/RegionalServiceCommission-e.asp?typyofPublicBodyID=4&category_E=Regional%20Service%20Commissions
58e88ddb-72be-42c5-9ba4-8177428d3488,M.O.R.E. SERVICES Inc.,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
5980ec28-2663-4b3a-b10f-2dfed5b3ed06,New Brunswick Farm Products Commission,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Agricultural Research Station (Experimental Farm)
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
5af66cf3-8bec-46b1-b3c9-6393f37b8083,Invest NB,,,,"Boards, Commissions and Corporations",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"HSBC Place, Room 850
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=2
5bdc8ac6-25e0-437c-8521-6d46a8d72623,Rivère-Verte,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"78 Principale Street
Rivère-Verte NB  E7C 2T8",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
5deb589f-75dc-4ae2-9607-779b6aeb8224,Campbellton,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"76 Water Street
Campbellton NB  E3N 3G1",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
6000be52-ff34-4350-9cfd-5f981048df7a,Petit-Rocher,,,,"Municipalities (Cities, Towns, Villages)",ocd-organization/country:ca/province:nb,,,,,CA-NB,,"582 Principale Street
Petit-Rocher NB  E8J 1S5",,,"http://www1.gnb.ca/cnb/DsS/municipalities-e.asp?typyofPublicBodyID=4&category_E=Municipalities%20(Cities,%20Towns,%20Villages)"
60ec8da7-2c82-4f15-b945-1c394248dab6,Bathurst Police Force,,,,Municipal Police Forces,ocd-organization/country:ca/province:nb,,,,,CA-NB,city.police@bathurst.ca,"285 King Avenue
Bathurst NB  E2A 1N9",,,http://www1.gnb.ca/cnb/DsS/MunicipalPoliceForces-e.asp?typyofPublicBodyID=4&category_E=Municipal%20Police%20Force
61784a3f-8cad-4930-a7f9-d1da02f43eef,La Francophonie,,,,Departments and Agencies,ocd-organization/country:ca/province:nb,,,,,CA-NB,,"Centennial Building
P.O. Box 6000
Fredericton NB  E3B 5H1",,,http://www1.gnb.ca/cnb/DsS/display-e.asp?typyofPublicBodyID=1
