title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Canada Mortgage and Housing Corporation,CMHC,ca/CMHC,Crown Corporation,Human Resources and Skills Development,ca/human-resources-and-skills-development,,www.cmhc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"700 Montreal Road, Ottawa, ON, K1A 0P7, Canada",,chic@cmhc-schl.gc.ca,,6/18/13,7/8/13
Canada Pension Plan Investment Board,canada-pension-plan-investment-board,ca/canada-pension-plan-investment-board,Crown Corporation,Finance,ca/finance,,www.cppib.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"1 Queen Street East,  Suite 2600, Toronto, ON, M5C 2W5, Canada",,pac@cppib.ca,,6/18/13,7/8/13
Canada Post Corporation,CPC,ca/CPC,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.canadapost.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Canada Post Place, 2701 Riverside Drive, Ottawa, ON, K1A 0B1, Canada",,"",,6/18/13,7/8/13
Canadian Air Transport Security Authority,CATSA,ca/CATSA,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.catsa.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"99 Bank Street,  13th Floor, Ottawa, ON, K1P 6B9, Canada",,correspondence@catsa-actsa.gc.ca,,6/18/13,7/8/13
Canadian Broadcasting Corporation,canadian-broadcasting-corporation,ca/canadian-broadcasting-corporation,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.cbc.radio-canada.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"181 Queen Street, Ottawa, ON, K1P 1K9, Canada",,liaison@cbc.ca,,6/18/13,7/8/13
Canadian Commercial Corporation,CCC,ca/CCC,Crown Corporation,Foreign Affairs and International Trade,ca/foreign-affairs-and-international-trade,,www.ccc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"50 O’Connor Street,  Suite 1100, Ottawa, ON, K1A 0S6, Canada",,communications@ccc.ca,,6/18/13,7/8/13
Canadian Dairy Commission,CDC,ca/CDC,Crown Corporation,Agriculture and Agri-Food,ca/agriculture-and-agri-food,,www.cdc-ccl.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Central Experimental Farm, Building 55,  NCC Driveway960 Carling Avenue, Ottawa, ON, K1A 0Z2, Canada",,cdc-ccl@cdc-ccl.gc.ca,,6/18/13,7/8/13
Canadian Museum for Human Rights,CMHR,ca/CMHR,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.humanrightsmuseum.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"269 Main Street, Winnipeg, MB, R3C 1B3, Canada",,info@humanrightsmuseum.ca,,6/18/13,7/8/13
Canadian Museum of Civilization,CMC,ca/CMC,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.civilization.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"100 Laurier Street, Gatineau, QC, K1A 0M8, Canada",,sylvie.ledoux@civilization.ca,,6/18/13,7/8/13
Canadian Museum of Immigration at Pier 21,CMIP,ca/CMIP,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.pier21.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"1055 Marginal Road, Halifax, NS, B3H 4P7, Canada",,info@pier21.ca,,6/18/13,7/8/13
Canadian Museum of Nature,CMN,ca/CMN,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.nature.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Victoria Memorial Museum Building, 240 McLeod StreetPO Box 3443 STN D, Ottawa, ON, K1P 6P4, Canada",,ibyrne@mus-nature.ca,,6/18/13,7/8/13
Canadian Race Relations Foundation,canadian-race-relations-foundation,ca/canadian-race-relations-foundation,Crown Corporation,"Citizenship, Immigration and Multiculturalism",ca/citizenship-immigration-and-multiculturalism,,www.crr.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"4576 Yonge Street,  Suite 701, Toronto, ON, M2N 6N4, Canada",,infor@crrf-fcrr.ca,,6/18/13,7/8/13
Canadian Tourism Commission,canadian-tourism-commission,ca/canadian-tourism-commission,Crown Corporation,Industry,ca/industry,,www.corporate.canada.travel,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Four Bentall Centre, 1055 Dunsmuir Street,  Suite 1400Box 49230, Vancouver, BC, V7X 1L2, Canada",,ctcadmin@ctc-cct.ca,,6/18/13,7/8/13
Corporation for the Mitigation of Mackenzie Gas Project Impacts,corporation-for-the-mitigation-of-mackenzie-gas-project-impacts,ca/corporation-for-the-mitigation-of-mackenzie-gas-project-impacts,Crown Corporation,Aboriginal Affairs and Northern Development,ca/aboriginal-affairs-and-northern-development,,"",Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,", Yellowknife, NT, Canada",,"",,6/18/13,7/8/13
Defence Construction (1951) Limited,DCC,ca/DCC,Crown Corporation,Public Works and Government Services,ca/public-works-and-government-services,,www.dcc-cdc.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Constitution Square, 350 Albert Street,  19th Floor, Ottawa, ON, K1A 0K3, Canada",,Alison.lawford@dcc-cdc.gc.ca,,6/18/13,7/8/13
Enterprise Cape Breton Corporation,enterprise-cape-breton-corporation,ca/enterprise-cape-breton-corporation,Crown Corporation,Atlantic Canada Opportunities Agency,ca/atlantic-canada-opportunities-agency,,www.ecbc-secb.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"70 Crescent Street, PO Box 1750, Sydney, NS, B1S 2Z7, Canada",,information@ecbc-secb.gc.ca,,6/18/13,7/8/13
Export Development Canada,EDC,ca/EDC,Crown Corporation,Foreign Affairs and International Trade,ca/foreign-affairs-and-international-trade,,www.edc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"150 Slater Street, Ottawa, ON, K1A 1K3, Canada",,info@edc.ca,,6/18/13,7/8/13
Farm Credit Canada,FCC,ca/FCC,Crown Corporation,Agriculture and Agri-Food,ca/agriculture-and-agri-food,,www.fcc-fac.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"1800 Hamilton Street, PO Box 4320, Regina, SK, S4P 4L3, Canada",,csc@fcc-fac.ca,,6/18/13,7/8/13
"Federal Bridge Corporation Limited, The",FBCL,ca/FBCL,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.federalbridge.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"55 Metcalfe Street,  Suite 1210, Ottawa, ON, K1P 6L5, Canada",,info@federalbridge.ca,,6/18/13,7/8/13
First Nations Statistical Institute,first-nations-statistical-institute,ca/first-nations-statistical-institute,Crown Corporation,Aboriginal Affairs and Northern Development,ca/aboriginal-affairs-and-northern-development,,www.fnsi-ispn.com,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"289 Ted Commanda Drive, Garden Village, ON, P2B 3K2, Canada",,info@fnsi-ispn.com,,6/18/13,7/8/13
Freshwater Fish Marketing Corporation,FFMC,ca/FFMC,Crown Corporation,Fisheries and Oceans,ca/fisheries-and-oceans,,www.freshwaterfish.com/,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"1199 Plessis Road, Winnipeg, MB, R2C 3L4, Canada",,john.wood@freshwaterfish.com,,6/18/13,7/8/13
Great Lakes Pilotage Authority,GLPA,ca/GLPA,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.glpa-apgl.com,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"202 Pitt Street,  2nd Floor, PO Box 95, Cornwall, ON, K6H 5R9, Canada",,rmenard@glpa-apgl.com,,6/18/13,7/8/13
International Development Research Centre,international-development-research-centre,ca/international-development-research-centre,Crown Corporation,Foreign Affairs and International Trade,ca/foreign-affairs-and-international-trade,,www.idrc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"150 Kent Street, PO Box 8500, Ottawa, ON, K1G 3H9, Canada",,thoole@idrc.ca,,6/18/13,7/8/13
Laurentian Pilotage Authority,LPA,ca/LPA,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.pilotagestlaurent.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"555 René Lévesque Boulevard West,  Suite 1501, Montréal, QC, H2Z 1B1, Canada",,mario.stpierre@apl.gc.ca,,6/18/13,7/8/13
Marine Atlantic Inc.,marine-atlantic-inc,ca/marine-atlantic-inc,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.marine-atlantic.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"10 Fort William Place,  Suite 302, Baine Johnston Centre, St. John’s, NL, A1C 1K4, Canada",,jpenney@marine-atlantic.ca,,6/18/13,7/8/13
National Arts Centre Corporation,national-arts-centre-corporation,ca/national-arts-centre-corporation,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.nac-cna.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"53 Elgin Street, PO Box 1534 STN B, Ottawa, ON, K1P 5W1, Canada",,rosemary.thompson@nac-cna.ca,,6/18/13,7/8/13
National Capital Commission,NCC,ca/NCC,Crown Corporation,Foreign Affairs and International Trade,ca/foreign-affairs-and-international-trade,,www.canadascapital.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"40 Elgin Street, Ottawa, ON, K1P 1C7, Canada",,info@ncc-ccn.ca,,6/18/13,7/8/13
National Gallery of Canada,NGC,ca/NGC,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.gallery.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"380 Sussex Drive, PO Box 427 STN A, Ottawa, ON, K1N 9N4, Canada",,info@gallery.ca,,6/18/13,7/8/13
National Museum of Science and Technology,CSTM,ca/CSTM,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.technomuses.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"2380 Lancaster Road, PO Box 9724 STN T, Ottawa, ON, K1G 5A3, Canada",,info@technomuses.ca,,6/18/13,7/8/13
Pacific Pilotage Authority,PPA,ca/PPA,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.ppa.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"1130 West Pender Street,  Suite 1000, Vancouver, BC, V6E 4A4, Canada",,dstreet@ppa.gc.ca,,6/18/13,7/8/13
PPP Canada,P3C,ca/P3C,Crown Corporation,Finance,ca/finance,,www.p3canada.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"100 Queen Street,  Suite 630, Ottawa, ON, K1P 1J9, Canada",,info@p3canada.ca,,6/18/13,7/8/13
Public Sector Pension Investment Board,public-sector-pension-investment-board,ca/public-sector-pension-investment-board,Crown Corporation,Treasury Board,ca/treasury-board,,www.investpsp.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"440 Laurier Avenue West,  Suite 200, Ottawa, ON, K1R 7X6, Canada",,info@investpsp.ca,,6/18/13,7/8/13
Ridley Terminals Inc.,ridley-terminals-inc,ca/ridley-terminals-inc,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.rti.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"2110 Ridley Road, PO Bag 8000, Prince Rupert, BC, V8J 4H3, Canada",,rstanderwick@ridleycanada.ca,,6/18/13,7/8/13
Royal Canadian Mint,royal-canadian-mint,ca/royal-canadian-mint,Crown Corporation,Finance,ca/finance,,www.mint.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"320 Sussex Drive, Ottawa, ON, K1A 0G8, Canada",,"",,6/18/13,7/8/13
Standards Council of Canada,standards-council-of-canada,ca/standards-council-of-canada,Crown Corporation,Industry,ca/industry,,www.scc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"270 Albert Street,  Suite 200, Ottawa, ON, K1P 6N7, Canada",,info@scc.ca,,6/18/13,7/8/13
Telefilm Canada,telefilm-canada,ca/telefilm-canada,Crown Corporation,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.telefilm.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"360 St. Jacques Street,  Suite 500, Montréal, QC, H2Y 1P5, Canada",,info@telefilm.ca,,6/18/13,7/8/13
VIA Rail Canada Inc.,via-rail-canada-inc,ca/via-rail-canada-inc,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.viarail.ca/en,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"3 Place Ville-Marie,  Suite 500, Montréal, QC, H3B 2C9, Canada",,yves_siciliano@viarail.ca,,6/18/13,7/8/13
Windsor-Detroit Bridge Authority,windsor-detroit-bridge-authority,ca/windsor-detroit-bridge-authority,Crown Corporation,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,"",Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,", ON, Canada",,"",,6/18/13,7/8/13
Department of Agriculture and Agri-Food,AAFC,ca/AAFC,Departments,Agriculture and Agri-Food,ca/agriculture-and-agri-food,,www.agr.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"National Headquarters Complex for the Agriculture Portfolio, 1341 Baseline Road, Ottawa, ON, K1A 0C5, Canada",,info@agr.gc.ca,,6/18/13,7/8/13
Department of Canadian Heritage,PCH,ca/PCH,Departments,Canadian Heritage and Official Languages,ca/canadian-heritage-and-official-languages,,www.pch.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Jules Léger Building,  Les Terrasses de la Chaudière, 15 Eddy Street, Gatineau, QC, K1A 0M5, Canada",,info@pch.gc.ca,,6/18/13,7/8/13
Department of Citizenship and Immigration,CIC,ca/CIC,Departments,"Citizenship, Immigration and Multiculturalism",ca/citizenship-immigration-and-multiculturalism,,www.cic.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Jean Edmonds South Tower, 365 Laurier Avenue West, Ottawa, ON, K1A 1L1, Canada",,question@cic.gc.ca,,6/18/13,7/8/13
Department of Finance,FIN,ca/FIN,Departments,Finance,ca/finance,,www.fin.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"140 O’Connor Street, Ottawa, ON, K1A 0G5, Canada",,finpub@fin.gc.ca,,6/18/13,7/8/13
Department of Fisheries and Oceans,DFO,ca/DFO,Departments,Fisheries and Oceans,ca/fisheries-and-oceans,,www.dfo-mpo.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"200 Kent Street,  15th Floor, STN 15S009, Ottawa, ON, K1A 0E6, Canada",,info@dfo-mpo.gc.ca,,6/18/13,7/8/13
Department of Foreign Affairs and International Trade,DFAIT,ca/DFAIT,Departments,Foreign Affairs and International Trade,ca/foreign-affairs-and-international-trade,,www.international.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Lester B. Pearson Building, 125 Sussex Drive, Ottawa, ON, K1A 0G2, Canada",,enqserv@international.gc.ca,,6/18/13,7/8/13
Department of Health,HC,ca/HC,Departments,Health,ca/health,,www.hc-sc.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Brooke Claxton Building,  Tunney’s Pasture, Postal Locator: 0915A, Ottawa, ON, K1A 0K9, Canada",,Info@hc-sc.gc.ca,,6/18/13,7/8/13
Department of Human Resources and Skills Development,HRSDC,ca/HRSDC,Departments,Human Resources and Skills Development,ca/human-resources-and-skills-development,,www.hrsdc.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"140 Promenade du Portage,  Phase IV, Gatineau, QC, K1A 0J9, Canada",,"",,6/18/13,7/8/13
Department of Indian Affairs and Northern Development,AANDC,ca/AANDC,Departments,Aboriginal Affairs and Northern Development,ca/aboriginal-affairs-and-northern-development,,www.aadnc-aandc.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Terrasses de la Chaudière, 10 Wellington,  North Tower, Gatineau, QC, K1A 0H4, Canada",,InfoPubs@aadnc-aandc.gc.ca,,6/18/13,7/8/13
Department of Industry,IC,ca/IC,Departments,Industry,ca/industry,,www.ic.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"C.D. Howe Building, 235 Queen Street, Ottawa, ON, K1A 0H5, Canada",,info@ic.gc.ca,,6/18/13,7/8/13
Department of Justice,JUS,ca/JUS,Departments,Justice,ca/justice,,www.justice.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"284 Wellington Street, Ottawa, ON, K1A 0H8, Canada",,webadmin@justice.gc.ca,,6/18/13,7/8/13
Department of National Defence,DND,ca/DND,Departments,National Defence,ca/national-defence,,www.forces.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"National Defence Headquarters, Major-General George R. Pearkes Building101 Colonel By Drive, Ottawa, ON, K1A 0K2, Canada",,dnd_mdn@forces.gc.ca,,6/18/13,7/8/13
Department of Natural Resources,NRCan,ca/NRCan,Departments,Natural Resources,ca/natural-resources,,www.nrcan-rncan.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"580 Booth Street, Ottawa, ON, K1A 0E4, Canada",,questions@nrcan.gc.ca,,6/18/13,7/8/13
Department of Public Safety and Emergency Preparedness,PS,ca/PS,Departments,Public Safety,ca/public-safety,,www.publicsafety.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"269 Laurier Avenue West, Ottawa, ON, K1A 0P8, Canada",,communications@ps.gc.ca,,6/18/13,7/8/13
Department of Public Works and Government Services,PWGSC,ca/PWGSC,Departments,Public Works and Government Services,ca/public-works-and-government-services,,www.tpsgc-pwgsc.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Place du Portage,  Phase III, 11 Laurier Street, Ottawa, ON, K1A 0S5, Canada",,questions@pwgsc.gc.ca,,6/18/13,7/8/13
Department of the Environment,EC,ca/EC,Departments,Environment,ca/environment,,www.ec.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"10 Wellington Street, Gatineau, QC, K1A 0H3, Canada",,enviroinfo@ec.gc.ca,,6/18/13,7/8/13
Department of Transport,TC,ca/TC,Departments,"Transport, Infrastructure and Communities",ca/transport-infrastructure-and-communities,,www.tc.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"330 Sparks Street, Ottawa, ON, K1A 0N5, Canada",,tcinfo@tc.gc.ca,,6/18/13,7/8/13
Department of Veterans Affairs,VAC,ca/VAC,Departments,Veterans Affairs,ca/veterans-affairs,,www.veterans.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"PO Box 7700, Charlottetown, PE, C1A 8M9, Canada",,information@vac-acc.gc.ca,,6/18/13,7/8/13
Department of Western Economic Diversification,WD,ca/WD,Departments,Western Economic Diversification,ca/western-economic-diversification,,www.wd-deo.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"Canada Place,  Suite 1500, 9700 Jasper Avenue NW, Edmonton, AB, T5J 4H7, Canada",,jim.saunderson@wd-deo.gc.ca,,6/18/13,7/8/13
Treasury Board Secretariat,TBS,ca/TBS,Departments,Treasury Board,ca/treasury-board,,www.tbs-sct.gc.ca,Canada,CA,Inventory of Government of Canada Organizations,http://www.tbs-sct.gc.ca/reports-rapports/cc-se/data-eng.asp,"L’Esplanade Laurier, 140 O’Connor Street, Ottawa, ON, K1A 0R5, Canada",,info@tbs-sct.gc.ca,,6/18/13,7/8/13
