title,abbr,key,category,parent,parent_key,description,url,jurisdiction,jurisdiction_code,source,source_url,address,contact,email,tags,created_at,updated_at
Office of the Chief Information Officer,office-of-the-chief-information-officer,nl/office-of-the-chief-information-officer,Departments,Executive Council,nl/executive-council,The OCIO provides a professional information technology and information management capability aligned to support the business of government and the citizens of Newfoundland and Labrador.Find out more about what we do.,http://www.ocio.gov.nl.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,ocio@gov.nl.ca,,7/8/13,7/8/13
"Office of Climate Change, Energy Efficiency and Emissions Trading",office-of-climate-change-energy-efficiency-and-emissions-trading,nl/office-of-climate-change-energy-efficiency-and-emissions-trading,Departments,Executive Council,nl/executive-council,"The Office of Climate Change, Energy Efficiency and Emissions Trading (CCEEET) has lead responsibility within Government for strategy and policy development on climate change, energy efficiency and emissions trading. CCEEET is a central agency located within Executive Council. Find out more about what we do...",http://www.exec.gov.nl.ca/exec/cceeet/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,climatechange@gov.nl.ca,,7/8/13,7/8/13
Office of Public Engagement,office-of-public-engagement,nl/office-of-public-engagement,Departments,Executive Council,nl/executive-council,"The Office of Public Engagement includes the Rural Secretariat, the Voluntary and Non-Profit Secretariat, the Office of Youth Engagement, the Strategic Partnership and the Access to Information and Protection of Privacy Office.",http://www.ope.gov.nl.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,ope@gov.nl.ca,,7/8/13,7/8/13
Rural Secretariat,rural-secretariat,nl/rural-secretariat,Departments,Executive Council,nl/executive-council, The Rural Secretariat is a unique and innovative Provincial Government entity that strives to advance the sustainability of rural Newfoundland and Labrador communities and regions. It does this by: Find out more about what we do...,http://www.gov.nl.ca/rural/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," Executive Council P.O. Box 8700 St. John's, NL A1B 4J6 ",,ruralinfo@gov.nl.ca,,7/8/13,7/8/13
Voluntary and Non-Profit Secretariat,voluntary-and-non-profit-secretariat,nl/voluntary-and-non-profit-secretariat,Departments,Executive Council,nl/executive-council,"The Voluntary and Non-Profit Secretariat (VNPS) is a part of the newly formed Office of Public Engagement, along with the Rural Secretariat, the Office of Youth Engagement, the Strategic Partnership, and the Access to information and Protection of Privacy Office. VNPS is a policy office that strives to enhance and support the contribution of the voluntary, non-profit sector to the well being of all our communities. It does this by working with organizations to enhance the capacity of the sector to meet changing community needs; promoting and celebrating volunteers and the value of volunteerism; and providing policy advice and expertise within government on the issues and needs within the sector. ",http://www.gov.nl.ca/vnps/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 Canada ",,volunteers@gov.nl.ca,,7/8/13,7/8/13
Office of Youth Engagement,office-of-youth-engagement,nl/office-of-youth-engagement,Departments,Executive Council,nl/executive-council,"",http://www.youth.gov.nl.ca/office-of-youth-engagement.html,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Strategic Partnership,strategic-partnership,nl/strategic-partnership,Departments,Executive Council,nl/executive-council,"",http://www.thestrategicpartnership.ca/index.html,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Access to Information and Protection of Privacy Office,access-to-information-and-protection-of-privacy-office,nl/access-to-information-and-protection-of-privacy-office,Departments,Executive Council,nl/executive-council,"The Access to Information and Protection of Privacy Office, of the Office of Public Engagement, oversees the implementation and coordination of the Access to Information and Protection of Privacy Act. This legislation is designed to create a culture of openness and accountability in the public sector while protecting the personal information of citizens and commercially sensitive information of businesses.It applies to all public bodies (defined in the ATIPP Act), including government departments, agencies, health boards, school boards and municipalities. The ATIPP Act does not apply to the private sector.The purpose of the ATIPP Act isThe ATIPP Act came into force on January 17, 2005 with the exception of Part IV (protection of privacy provisions) of the Act. The protection of privacy provisions came into force on January 16, 2008. As required by the legislation, the ATIPP Act was reviewed in 2010. The Act was subsequently amended in 2012 and the new provisions came into force on June 27, 2012.",http://www.atipp.gov.nl.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," 5th Floor, West Block Confederation Building P.O Box 8700 Station A St. John's, NL A1B 4J6 ",,atippoffice@gov.nl.ca,,7/8/13,7/8/13
Women's Policy Office,women-s-policy-office,nl/women-s-policy-office,Departments,Executive Council,nl/executive-council,"The Women’s Policy Office is the central agency within the Government of Newfoundland and Labrador that supports the development of programs and policies to advance the status of women in the province. The Office is located within Executive Council, and the staff report to the Minister Responsible for the Status of Women.Find out more about what we do...",http://www.exec.gov.nl.ca/exec/wpo/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 4th Floor, West Block Confederation Building St. John's, NL A1B 4J6 ",,,,7/8/13,7/8/13
Finance,finance,nl/finance,Departments,,,"The Department of Finance is responsible for providing strategic leadership across the public service on the financial and economic implications of its policy decisions; overseeing the management and control of provincial finances to ensure appropriate use of public funds; and providing centralized and corporate shared services to other government departments (e.g. economic analysis, statistical services, and the administration of such things as compensation and benefits, internal audit services and payment processing).Find out more about what we do...",http://www.fin.gov.nl.ca/fin/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 Main Floor, East Block Confederation Building St. John's, NL A1B 4J6 ",,finance@gov.nl.ca,,7/8/13,7/8/13
Fisheries and Aquaculture,fisheries-and-aquaculture,nl/fisheries-and-aquaculture,Departments,,," The Department of Fisheries and Aquaculture promotes the development of the province’s fishing and aquaculture industries. The Provincial Government works with industry and other partners to ensure the fishery is economically viable, internationally competitive, and ecologically sustainable over the long term. The objective is to optimize the value of the fishery for all participants and for the province, ensuring the long-term security of resources for the benefit of future generations of Newfoundlanders and Labradorians. The entire Newfoundland and Labrador seafood industry is valued at approximately $1 billion and employs over 20,000 people in its various sectors. Find out more about what we do...",http://www.gov.nl.ca/fishaq/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,fisheries@gov.nl.ca,,7/8/13,7/8/13
Health and Community Services,health-and-community-services,nl/health-and-community-services,Departments,,,"The Department of Health and Community Services provides a leadership role in health and community services programs and policy development for the province. This involves working in partnership with a number of key stakeholders including regional health authorities, community organizations, professional associations, post-secondary educational institutions, unions, consumers and other government departments.Find out more about what we do...",http://www.health.gov.nl.ca/health/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 1st Floor, West Block Confederation Building 100 Prince Philip Drive St. John's, NL A1B 4J6 ",,healthinfo@gov.nl.ca,,7/8/13,7/8/13
"Innovation, Business and Rural Development",innovation-business-and-rural-development,nl/innovation-business-and-rural-development,Departments,,,Find out more about what we do...,http://www.ibrd.gov.nl.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,IBRD@gov.nl.ca,,7/8/13,7/8/13
Justice,justice,nl/justice,Departments,,,The Department of Justice ensures the impartial administration of justice and the protection of the public interest through the dual offices of the Attorney General and Minister of Justice. Find out more about what we do...,http://www.justice.gov.nl.ca/just/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,justice@gov.nl.ca,,7/8/13,7/8/13
Municipal Affairs,municipal-affairs,nl/municipal-affairs,Departments,,,"The Department of Municipal Affairs strives to ensure Newfoundlanders and Labradorians live in safe and sustainable communities and are served by open, effective and accountable local governments.We work closely with the people of our province to develop self-reliant local governments capable of strong leadership and serving the best interests of our communities.Find out more about what we do...",http://www.ma.gov.nl.ca/ma/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,MAinfo@gov.nl.ca,,7/8/13,7/8/13
Natural Resources,natural-resources,nl/natural-resources,Departments,,,"The Department of Natural Resources, through the Mines and Energy Branches and the Forestry and Agrifoods Agency, delivers a variety of supports and services. Take some time and explore our energy, mining, forestry and agrifoods initiatives, programs and services offered to industry and the public.",http://www.nr.gov.nl.ca/nr/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," Natural Resources Building 50 Elizabeth Avenue P.O. Box 8700 St. John's, NL A1B 4J6 ",,,,7/8/13,7/8/13
Service NL,service-nl,nl/service-nl,Departments,,,"Service NL provides accessible, responsive services in the areas of public health and safety, environmental protection, occupational health and safety, consumer protection, and in the preservation of vital events and commercial transactions. It also provides printing services to Government.Find out more about what we do...",http://www.gov.nl.ca/gs/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,servicenlinfo@gov.nl.ca,,7/8/13,7/8/13
"Tourism, Culture and Recreation",tourism-culture-and-recreation,nl/tourism-culture-and-recreation,Departments,,,Our mandate is to support the development of sustainable economic growth in the tourism and cultural industries; support the arts and foster creativity; preserve the province’s cultural heritage and historic resources and recognize their importance; and promote participation in recreation and sport and support sport development.Find out more about what we do...,http://www.tcr.gov.nl.ca/tcr/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,tcrinfo@gov.nl.ca,,7/8/13,7/8/13
Transportation and Works,transportation-and-works,nl/transportation-and-works,Departments,,,The department is responsible for the construction and maintenance of the provincial highways; the provision of the provincial ferry services; management of the provincial government fleet of light vehicles and heavy equipment; operation and maintenance of the provincial government air ambulances and water bombers and construction and management of provincial government buildings.Find out more about what we do...,http://www.tw.gov.nl.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,tw@gov.nl.ca,,7/8/13,7/8/13
Board of Commissioners of Public Utilities,board-of-commissioners-of-public-utilities,nl/board-of-commissioners-of-public-utilities,Agencies,,,"",http://www.pub.nf.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Commissioner for Legislative Standards,commissioner-for-legislative-standards,nl/commissioner-for-legislative-standards,Agencies,,,"",http://www.legislativestandardscomm.gov.nl.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Electoral Districts Boundaries Commission,electoral-districts-boundaries-commission,nl/electoral-districts-boundaries-commission,Agencies,,,"",http://www.justice.gov.nl.ca/ebc/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Fire and Emergency Services,fire-and-emergency-services,nl/fire-and-emergency-services,Agencies,,," Fire and Emergency Services-Newfoundland and Labrador (FES-NL) is tasked with the implementation of an emergency management strategy designed to develop and maintain a modern and robust emergency management system in the province, in collaboration with agency partners and stakeholders, in planning against, preparing for, responding to and recovering from emergencies, disasters and fires. The vision of FES-NL is a province where citizens, communities, partners and governments are prepared to deal with, respond to and recover from fire, emergencies, and disasters to protect the province’s people, environment and property. ",http://www.gov.nl.ca/fes/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 St. John's, NL A1B 4J6 ",,AreYouReadyNL@gov.nl.ca,,7/8/13,7/8/13
Government Purchasing Agency,government-purchasing-agency,nl/government-purchasing-agency,Agencies,,,"",http://www.gpa.gov.nl.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Human Rights Commission,human-rights-commission,nl/human-rights-commission,Agencies,,,"",http://www.justice.gov.nl.ca/hrc/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Labour Relations Agency,labour-relations-agency,nl/labour-relations-agency,Agencies,,,"",http://www.hrle.gov.nl.ca/lra,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Labour Relations Board,labour-relations-board,nl/labour-relations-board,Agencies,,,"",http://www.hrle.gov.nl.ca/lrb/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," P.O. Box 8700 5th Floor, Beothuck Building 20 Crosbie Place St. John's, NL A1B 4J6 ",,lrb@gov.nl.ca,,7/8/13,7/8/13
Multi-Materials Stewardship Board,multi-materials-stewardship-board,nl/multi-materials-stewardship-board,Agencies,,,"",http://www.mmsb.nf.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Newfoundland and Labrador Film Development Corporation,newfoundland-and-labrador-film-development-corporation,nl/newfoundland-and-labrador-film-development-corporation,Agencies,,,"",http://www.nlfdc.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Newfoundland and Labrador Housing Corporation,newfoundland-and-labrador-housing-corporation,nl/newfoundland-and-labrador-housing-corporation,Agencies,,,"",http://www.nlhc.nf.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Newfoundland and Labrador Hydro,newfoundland-and-labrador-hydro,nl/newfoundland-and-labrador-hydro,Agencies,,,"",http://www.nlh.nf.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Newfoundland and Labrador Medical Care Plan - MCP,newfoundland-and-labrador-medical-care-plan-mcp,nl/newfoundland-and-labrador-medical-care-plan-mcp,Agencies,,,"",http://www.health.gov.nl.ca/mcp/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Office of the Auditor General,office-of-the-auditor-general,nl/office-of-the-auditor-general,Agencies,,,"",http://www.ag.gov.nl.ca/ag/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Office of the Chief Electoral Officer,office-of-the-chief-electoral-officer,nl/office-of-the-chief-electoral-officer,Agencies,,,"",http://www.elections.gov.nl.ca/elections/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Office of the Child and Youth Advocate,office-of-the-child-and-youth-advocate,nl/office-of-the-child-and-youth-advocate,Agencies,,,"",http://www.childandyouthadvocate.nf.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Office of the Citizens' Representative,office-of-the-citizens-representative,nl/office-of-the-citizens-representative,Agencies,,,"",http://www.citizensrep.nl.ca/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Office of the Information and Privacy Commissioner,office-of-the-information-and-privacy-commissioner,nl/office-of-the-information-and-privacy-commissioner,Agencies,,,"",http://www.gov.nl.ca/oipc,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Provincial Information and Library Resources Board,provincial-information-and-library-resources-board,nl/provincial-information-and-library-resources-board,Agencies,,,"",http://www.nlpl.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Public Service Commission,public-service-commission,nl/public-service-commission,Agencies,,,"The Public Service Commission (PSC) is committed to, and responsible for, oversight of and policy for merit-based appointments and promotions within the Public Service of NL. The PSC also offers a range of programs and services dedicated to supporting departments and individuals in achieving individual and workplace health and productivity.Find out more about what we do...",http://www.psc.gov.nl.ca/psc/,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," 50 Mundy Pond RoadP.O. Box 8700 St. John’s, NL A1B 4J6 ",,,,7/8/13,7/8/13
Royal Newfoundland Constabulary,royal-newfoundland-constabulary,nl/royal-newfoundland-constabulary,Agencies,,,"",http://www.rnc.gov.nl.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Research & Development Corporation,research-development-corporation,nl/research-development-corporation,Agencies,,,"",http://www.researchnl.com,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
Workplace Health Safety and Compensation Commission,workplace-health-safety-and-compensation-commission,nl/workplace-health-safety-and-compensation-commission,Agencies,,,"",http://www.whscc.nl.ca,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html,"",,,,7/8/13,7/8/13
"Workplace Health, Safety and Compensation Review Division",workplace-health-safety-and-compensation-review-division,nl/workplace-health-safety-and-compensation-review-division,Agencies,,,"The Workplace Health, Safety and Compensation Review Division (WHSCRD) is committed to improving services to injured workers and employers of Newfoundland and Labrador.",http://www.gov.nl.ca/whscrd/index.html,Newfoundland and Labrador,ocd-division/country:ca/province:nl,Newfoundland and Labrador Departments and Agencies,http://www.gov.nl.ca/departments.html," Dorset Building, 2nd Floor 6 Mount Carson Avenue Mount Pearl, NL A1N 3K4 ",,whscrd@gov.nl.ca,,7/8/13,7/8/13
